,Date,Tour,Code département,département,Blancs et nuls,Exprimés,Inscrits,Votants,Abstention,Votants (%),Abstention (%),Année
230,1969-06-01,1.0,50,MANCHE,2265.0,207287.0,270424.0,209552.0,60872.0,77.49,22.51,1969
231,1969-06-01,1.0,51,MARNE,2568.0,206481.0,267759.0,209049.0,58710.0,78.07,21.93,1969
232,1969-06-01,1.0,52,HAUTE-MARNE,1588.0,94650.0,122625.0,96238.0,26387.0,78.48,21.52,1969
233,1969-06-01,1.0,53,MAYENNE,2518.0,125277.0,154557.0,127795.0,26762.0,82.68,17.32,1969
234,1969-06-01,1.0,54,MEURTHE-ET-MOSELLE,4133.0,288737.0,378213.0,292870.0,85343.0,77.44,22.56,1969
235,1969-06-01,1.0,55,MEUSE,1524.0,93885.0,121014.0,95409.0,25605.0,78.84,21.16,1969
236,1969-06-01,1.0,56,MORBIHAN,2486.0,267674.0,340344.0,270160.0,70184.0,79.38,20.62,1969
237,1969-06-01,1.0,57,MOSELLE,7861.0,372159.0,495336.0,380020.0,115316.0,76.72,23.28,1969
238,1969-06-01,1.0,58,NIEVRE,1530.0,119535.0,156459.0,121065.0,35394.0,77.38,22.62,1969
239,1969-06-01,1.0,59,NORD,17651.0,1087054.0,1336423.0,1104705.0,231718.0,82.66,17.34,1969
240,1969-06-01,1.0,6,ALPES-MARITIMES,4664.0,320744.0,426582.0,325408.0,101174.0,76.28,23.72,1969
241,1969-06-01,1.0,60,OISE,3622.0,234899.0,294322.0,238521.0,55801.0,81.04,18.96,1969
242,1969-06-01,1.0,61,ORNE,1653.0,133183.0,170261.0,134836.0,35425.0,79.19,20.81,1969
243,1969-06-01,1.0,62,PAS-DE-CALAIS,10424.0,630789.0,772822.0,641213.0,131609.0,82.97,17.03,1969
244,1969-06-01,1.0,63,PUY-DE-DOME,2791.0,243370.0,323866.0,246161.0,77705.0,76.01,23.99,1969
245,1969-06-01,1.0,64,PYRENEES-ATLANTIQUES,2756.0,242569.0,315272.0,245325.0,69947.0,77.81,22.19,1969
246,1969-06-01,1.0,65,HAUTES-PYRENEES,1342.0,105950.0,141310.0,107292.0,34018.0,75.93,24.07,1969
247,1969-06-01,1.0,66,PYRENEES-ORIENTALES,1648.0,123194.0,169909.0,124842.0,45067.0,73.48,26.52,1969
248,1969-06-01,1.0,67,BAS-RHIN,7155.0,340375.0,470873.0,347530.0,123343.0,73.81,26.19,1969
249,1969-06-01,1.0,68,HAUT-RHIN,7104.0,256333.0,343511.0,263437.0,80074.0,76.69,23.31,1969
250,1969-06-01,1.0,69,RHONE,14692.0,489855.0,639372.0,504547.0,134825.0,78.91,21.09,1969
251,1969-06-01,1.0,7,ARDECHE,1472.0,128418.0,167157.0,129890.0,37267.0,77.71,22.29,1969
252,1969-06-01,1.0,70,HAUTE-SAONE,1640.0,104310.0,133204.0,105950.0,27254.0,79.54,20.46,1969
253,1969-06-01,1.0,71,SAONE-ET-LOIRE,2858.0,244269.0,334460.0,247127.0,87333.0,73.89,26.11,1969
254,1969-06-01,1.0,72,SARTHE,3087.0,210608.0,272996.0,213695.0,59301.0,78.28,21.72,1969
255,1969-06-01,1.0,73,SAVOIE,1151.0,121473.0,166938.0,122624.0,44314.0,73.45,26.55,1969
256,1969-06-01,1.0,74,HAUTE-SAVOIE,1698.0,154783.0,212622.0,156481.0,56141.0,73.6,26.4,1969
257,1969-06-01,1.0,75,PARIS,8028.0,1095799.0,1445744.0,1103827.0,341917.0,76.35,23.65,1969
258,1969-06-01,1.0,76,SEINE-MARITIME,6617.0,496879.0,637829.0,503496.0,134333.0,78.94,21.06,1969
259,1969-06-01,1.0,77,SEINE-ET-MARNE,3220.0,266640.0,341203.0,269860.0,71343.0,79.09,20.91,1969
260,1969-06-01,1.0,78,YVELINES,3272.0,366094.0,456051.0,369366.0,86685.0,80.99,19.01,1969
261,1969-06-01,1.0,79,DEUX-SEVRES,2629.0,157051.0,201697.0,159680.0,42017.0,79.17,20.83,1969
262,1969-06-01,1.0,8,ARDENNES,1855.0,128182.0,166706.0,130037.0,36669.0,78.0,22.0,1969
263,1969-06-01,1.0,80,SOMME,4119.0,251314.0,302977.0,255433.0,47544.0,84.31,15.69,1969
264,1969-06-01,1.0,81,TARN,3359.0,172104.0,211456.0,175463.0,35993.0,82.98,17.02,1969
265,1969-06-01,1.0,82,TARN-ET-GARONNE,1535.0,89396.0,112893.0,90931.0,21962.0,80.55,19.45,1969
266,1969-06-01,1.0,83,VAR,3244.0,242047.0,329023.0,245291.0,83732.0,74.55,25.45,1969
267,1969-06-01,1.0,84,VAUCLUSE,3294.0,157497.0,203853.0,160791.0,43062.0,78.88,21.12,1969
268,1969-06-01,1.0,85,VENDEE,4017.0,209938.0,260320.0,213955.0,46365.0,82.19,17.81,1969
269,1969-06-01,1.0,86,VIENNE,2372.0,160048.0,208077.0,162420.0,45657.0,78.06,21.94,1969
270,1969-06-01,1.0,87,HAUTE-VIENNE,2941.0,174392.0,228404.0,177333.0,51071.0,77.64,22.36,1969
271,1969-06-01,1.0,88,VOSGES,4085.0,177158.0,233502.0,181243.0,52259.0,77.62,22.38,1969
272,1969-06-01,1.0,89,YONNE,1595.0,135061.0,174965.0,136656.0,38309.0,78.1,21.9,1969
273,1969-06-01,1.0,9,ARIEGE,969.0,71164.0,94833.0,72133.0,22700.0,76.06,23.94,1969
274,1969-06-01,1.0,90,TERRITOIRE DE BELFORT,705.0,48392.0,65292.0,49097.0,16195.0,75.2,24.8,1969
275,1969-06-01,1.0,91,ESSONNE,2809.0,289407.0,348879.0,292216.0,56663.0,83.76,16.24,1969
276,1969-06-01,1.0,92,HAUTS-DE-SEINE,4969.0,635183.0,797875.0,640152.0,157723.0,80.23,19.77,1969
277,1969-06-01,1.0,93,SEINE-SAINT-DENIS,5095.0,498367.0,628930.0,503462.0,125468.0,80.05,19.95,1969
278,1969-06-01,1.0,94,VAL-DE-MARNE,3985.0,472889.0,595435.0,476874.0,118561.0,80.09,19.91,1969
279,1969-06-01,1.0,95,VAL-D'OISE,2765.0,288078.0,361563.0,290843.0,70720.0,80.44,19.56,1969
280,1969-06-15,2.0,1,AIN,6246.0,128937.0,202239.0,135183.0,67056.0,66.84,33.16,1969
281,1969-06-15,2.0,10,AUBE,6139.0,105701.0,155992.0,111840.0,44152.0,71.7,28.3,1969
282,1969-06-15,2.0,11,AUDE,10354.0,121028.0,176905.0,131382.0,45523.0,74.27,25.73,1969
283,1969-06-15,2.0,12,AVEYRON,7562.0,140486.0,188614.0,148048.0,40566.0,78.49,21.51,1969
284,1969-06-15,2.0,13,BOUCHES-DU-RHONE,34568.0,422748.0,767855.0,457316.0,310539.0,59.56,40.44,1969
285,1969-06-15,2.0,14,CALVADOS,9144.0,202392.0,293125.0,211536.0,81589.0,72.17,27.83,1969
286,1969-06-15,2.0,15,CANTAL,4846.0,77794.0,110360.0,82640.0,27720.0,74.88,25.12,1969
287,1969-06-15,2.0,16,CHARENTE,13006.0,136942.0,207021.0,149948.0,57073.0,72.43,27.57,1969
288,1969-06-15,2.0,17,CHARENTE-MARITIME,11214.0,195297.0,297115.0,206511.0,90604.0,69.51,30.49,1969
289,1969-06-15,2.0,18,CHER,10836.0,113032.0,187582.0,123868.0,63714.0,66.03,33.97,1969
290,1969-06-15,2.0,19,CORREZE,15254.0,100766.0,161858.0,116020.0,45838.0,71.68,28.32,1969
291,1969-06-15,2.0,2,AISNE,19803.0,193278.0,296738.0,213081.0,83657.0,71.81,28.19,1969
292,1969-06-15,2.0,20,CORSE,1600.0,107310.0,181364.0,108910.0,72454.0,60.05,39.95,1969
293,1969-06-15,2.0,21,COTE-D'OR,6825.0,161600.0,239094.0,168425.0,70669.0,70.44,29.56,1969
294,1969-06-15,2.0,22,COTES-D'ARMOR,17278.0,221402.0,331467.0,238680.0,92787.0,72.01,27.99,1969
295,1969-06-15,2.0,23,CREUSE,7118.0,62778.0,110772.0,69896.0,40876.0,63.1,36.9,1969
296,1969-06-15,2.0,24,DORDOGNE,18273.0,174771.0,253591.0,193044.0,60547.0,76.12,23.88,1969
297,1969-06-15,2.0,25,DOUBS,9227.0,155422.0,229086.0,164649.0,64437.0,71.87,28.13,1969
298,1969-06-15,2.0,26,DROME,8857.0,134510.0,203138.0,143367.0,59771.0,70.58,29.42,1969
299,1969-06-15,2.0,27,EURE,9210.0,153633.0,221839.0,162843.0,58996.0,73.41,26.59,1969
300,1969-06-15,2.0,28,EURE-ET-LOIR,7995.0,124371.0,179777.0,132366.0,47411.0,73.63,26.37,1969
301,1969-06-15,2.0,29,FINISTERE,18472.0,343584.0,500540.0,362056.0,138484.0,72.33,27.67,1969
302,1969-06-15,2.0,3,ALLIER,16880.0,139603.0,243779.0,156483.0,87296.0,64.19,35.81,1969
303,1969-06-15,2.0,30,GARD,15686.0,165059.0,287719.0,180745.0,106974.0,62.82,37.18,1969
304,1969-06-15,2.0,31,HAUTE-GARONNE,19541.0,274435.0,398749.0,293976.0,104773.0,73.72,26.28,1969
305,1969-06-15,2.0,32,GERS,4764.0,81216.0,115119.0,85980.0,29139.0,74.69,25.31,1969
306,1969-06-15,2.0,33,GIRONDE,22267.0,402365.0,597506.0,424632.0,172874.0,71.07,28.93,1969
307,1969-06-15,2.0,34,HERAULT,15328.0,212326.0,339415.0,227654.0,111761.0,67.07,32.93,1969
308,1969-06-15,2.0,35,ILLE-ET-VILAINE,10781.0,281096.0,392368.0,291877.0,100491.0,74.39,25.61,1969
309,1969-06-15,2.0,36,INDRE,10607.0,103117.0,161332.0,113724.0,47608.0,70.49,29.51,1969
310,1969-06-15,2.0,37,INDRE-ET-LOIRE,8834.0,170905.0,253517.0,179739.0,73778.0,70.9,29.1,1969
311,1969-06-15,2.0,38,ISERE,17148.0,283125.0,457712.0,300273.0,157439.0,65.6,34.4,1969
312,1969-06-15,2.0,39,JURA,5718.0,99821.0,144478.0,105539.0,38939.0,73.05,26.95,1969
313,1969-06-15,2.0,4,ALPES-DE-HAUTE-PROVENCE,3709.0,43302.0,65485.0,47011.0,18474.0,71.79,28.21,1969
314,1969-06-15,2.0,40,LANDES,10484.0,129611.0,180699.0,140095.0,40604.0,77.53,22.47,1969
315,1969-06-15,2.0,41,LOIR-ET-CHER,7652.0,113648.0,165374.0,121300.0,44074.0,73.35,26.65,1969
316,1969-06-15,2.0,42,LOIRE,15547.0,256148.0,417404.0,271695.0,145709.0,65.09,34.91,1969
317,1969-06-15,2.0,43,HAUTE-LOIRE,5244.0,98321.0,137977.0,103565.0,34412.0,75.06,24.94,1969
318,1969-06-15,2.0,44,LOIRE-ATLANTIQUE,14217.0,353844.0,507597.0,368061.0,139536.0,72.51,27.49,1969
319,1969-06-15,2.0,45,LOIRET,11278.0,171345.0,252010.0,182623.0,69387.0,72.47,27.53,1969
320,1969-06-15,2.0,46,LOT,5286.0,76392.0,101415.0,81678.0,19737.0,80.54,19.46,1969
321,1969-06-15,2.0,47,LOT-ET-GARONNE,11925.0,124012.0,178358.0,135937.0,42421.0,76.22,23.78,1969
322,1969-06-15,2.0,48,LOZERE,1669.0,38298.0,53265.0,39967.0,13298.0,75.03,24.97,1969
323,1969-06-15,2.0,49,MAINE-ET-LOIRE,9157.0,238528.0,340093.0,247685.0,92408.0,72.83,27.17,1969
324,1969-06-15,2.0,5,HAUTES-ALPES,3022.0,38307.0,58734.0,41329.0,17405.0,70.37,29.63,1969
325,1969-06-15,2.0,50,MANCHE,6002.0,196756.0,270424.0,202758.0,67666.0,74.98,25.02,1969
326,1969-06-15,2.0,51,MARNE,11723.0,167394.0,267759.0,179117.0,88642.0,66.89,33.11,1969
327,1969-06-15,2.0,52,HAUTE-MARNE,5158.0,83808.0,122625.0,88966.0,33659.0,72.55,27.45,1969
328,1969-06-15,2.0,53,MAYENNE,4807.0,116144.0,154557.0,120951.0,33606.0,78.26,21.74,1969
329,1969-06-15,2.0,54,MEURTHE-ET-MOSELLE,16473.0,233463.0,378213.0,249936.0,128277.0,66.08,33.92,1969
330,1969-06-15,2.0,55,MEUSE,4645.0,83787.0,121014.0,88432.0,32582.0,73.08,26.92,1969
331,1969-06-15,2.0,56,MORBIHAN,10675.0,236438.0,340344.0,247113.0,93231.0,72.61,27.39,1969
332,1969-06-15,2.0,57,MOSELLE,20528.0,335097.0,495336.0,355625.0,139711.0,71.79,28.21,1969
333,1969-06-15,2.0,58,NIEVRE,6631.0,105591.0,156459.0,112222.0,44237.0,71.73,28.27,1969
334,1969-06-15,2.0,59,NORD,89462.0,845504.0,1336423.0,934966.0,401457.0,69.96,30.04,1969
335,1969-06-15,2.0,6,ALPES-MARITIMES,23168.0,268225.0,426582.0,291393.0,135189.0,68.31,31.69,1969
336,1969-06-15,2.0,60,OISE,17389.0,188904.0,294322.0,206293.0,88029.0,70.09,29.91,1969
337,1969-06-15,2.0,61,ORNE,4782.0,124678.0,170261.0,129460.0,40801.0,76.04,23.96,1969
338,1969-06-15,2.0,62,PAS-DE-CALAIS,59644.0,491487.0,772822.0,551131.0,221691.0,71.31,28.69,1969
339,1969-06-15,2.0,63,PUY-DE-DOME,17215.0,202356.0,323866.0,219571.0,104295.0,67.8,32.2,1969
340,1969-06-15,2.0,64,PYRENEES-ATLANTIQUES,11424.0,227868.0,315272.0,239292.0,75980.0,75.9,24.1,1969
341,1969-06-15,2.0,65,HAUTES-PYRENEES,6878.0,91811.0,141310.0,98689.0,42621.0,69.84,30.16,1969
342,1969-06-15,2.0,66,PYRENEES-ORIENTALES,9232.0,105679.0,169909.0,114911.0,54998.0,67.63,32.37,1969
343,1969-06-15,2.0,67,BAS-RHIN,10971.0,327004.0,470873.0,337975.0,132898.0,71.78,28.22,1969
344,1969-06-15,2.0,68,HAUT-RHIN,10925.0,246086.0,343511.0,257011.0,86500.0,74.82,25.18,1969
345,1969-06-15,2.0,69,RHONE,25140.0,396356.0,639372.0,421496.0,217876.0,65.92,34.08,1969
346,1969-06-15,2.0,7,ARDECHE,7224.0,111807.0,167157.0,119031.0,48126.0,71.21,28.79,1969
347,1969-06-15,2.0,70,HAUTE-SAONE,5250.0,97023.0,133204.0,102273.0,30931.0,76.78,23.22,1969
348,1969-06-15,2.0,71,SAONE-ET-LOIRE,13634.0,206064.0,334460.0,219698.0,114762.0,65.69,34.31,1969
349,1969-06-15,2.0,72,SARTHE,11110.0,175350.0,272996.0,186460.0,86536.0,68.3,31.7,1969
350,1969-06-15,2.0,73,SAVOIE,5452.0,105017.0,166938.0,110469.0,56469.0,66.17,33.83,1969
351,1969-06-15,2.0,74,HAUTE-SAVOIE,6526.0,141636.0,212622.0,148162.0,64460.0,69.68,30.32,1969
352,1969-06-15,2.0,75,PARIS,45411.0,898097.0,1445406.0,943508.0,501898.0,65.28,34.72,1969
353,1969-06-15,2.0,76,SEINE-MARITIME,30659.0,379857.0,637829.0,410516.0,227313.0,64.36,35.64,1969
354,1969-06-15,2.0,77,SEINE-ET-MARNE,17001.0,214806.0,341203.0,231807.0,109396.0,67.94,32.06,1969
355,1969-06-15,2.0,78,YVELINES,20725.0,288427.0,456051.0,309152.0,146899.0,67.79,32.21,1969
356,1969-06-15,2.0,79,DEUX-SEVRES,5792.0,147755.0,201697.0,153547.0,48150.0,76.13,23.87,1969
357,1969-06-15,2.0,8,ARDENNES,8120.0,106060.0,166706.0,114180.0,52526.0,68.49,31.51,1969
358,1969-06-15,2.0,80,SOMME,22819.0,202139.0,302977.0,224958.0,78019.0,74.25,25.75,1969
359,1969-06-15,2.0,81,TARN,12129.0,158653.0,211456.0,170782.0,40674.0,80.76,19.24,1969
360,1969-06-15,2.0,82,TARN-ET-GARONNE,5503.0,84224.0,112893.0,89727.0,23166.0,79.48,20.52,1969
361,1969-06-15,2.0,83,VAR,15103.0,200514.0,329023.0,215617.0,113406.0,65.53,34.47,1969
362,1969-06-15,2.0,84,VAUCLUSE,11676.0,141092.0,203853.0,152768.0,51085.0,74.94,25.06,1969
363,1969-06-15,2.0,85,VENDEE,7659.0,198408.0,260320.0,206067.0,54253.0,79.16,20.84,1969
364,1969-06-15,2.0,86,VIENNE,9443.0,142601.0,208077.0,152044.0,56033.0,73.07,26.93,1969
365,1969-06-15,2.0,87,HAUTE-VIENNE,20552.0,130160.0,228404.0,150712.0,77692.0,65.98,34.02,1969
366,1969-06-15,2.0,88,VOSGES,10016.0,159803.0,233502.0,169819.0,63683.0,72.73,27.27,1969
367,1969-06-15,2.0,89,YONNE,8030.0,118508.0,174965.0,126538.0,48427.0,72.32,27.68,1969
368,1969-06-15,2.0,9,ARIEGE,5505.0,63213.0,94833.0,68718.0,26115.0,72.46,27.54,1969
369,1969-06-15,2.0,90,TERRITOIRE DE BELFORT,2947.0,42516.0,65292.0,45463.0,19829.0,69.63,30.37,1969
370,1969-06-15,2.0,91,ESSONNE,17741.0,213217.0,348879.0,230958.0,117921.0,66.2,33.8,1969
371,1969-06-15,2.0,92,HAUTS-DE-SEINE,32420.0,464564.0,797875.0,496984.0,300891.0,62.29,37.71,1969
372,1969-06-15,2.0,93,SEINE-SAINT-DENIS,27633.0,288456.0,628930.0,316089.0,312841.0,50.26,49.74,1969
373,1969-06-15,2.0,94,VAL-DE-MARNE,23633.0,317741.0,595435.0,341374.0,254061.0,57.33,42.67,1969
374,1969-06-15,2.0,95,VAL-D'OISE,16475.0,202464.0,361563.0,218939.0,142624.0,60.55,39.45,1969
375,1974-05-05,1.0,1,AIN,1454.0,174053.0,212727.0,175507.0,37220.0,82.5,17.5,1974
376,1974-05-05,1.0,10,AUBE,1360.0,136142.0,161059.0,137502.0,23557.0,85.37,14.63,1974
377,1974-05-05,1.0,11,AUDE,1964.0,153635.0,180546.0,155599.0,24947.0,86.18,13.82,1974
378,1974-05-05,1.0,12,AVEYRON,1758.0,159961.0,189169.0,161719.0,27450.0,85.49,14.51,1974
379,1974-05-05,1.0,13,BOUCHES-DU-RHONE,5845.0,655647.0,818674.0,661492.0,157182.0,80.8,19.2,1974
380,1974-05-05,1.0,14,CALVADOS,2052.0,267919.0,314480.0,269971.0,44509.0,85.85,14.15,1974
381,1974-05-05,1.0,15,CANTAL,665.0,90805.0,111833.0,91470.0,20363.0,81.79,18.21,1974
382,1974-05-05,1.0,16,CHARENTE,2017.0,175969.0,209166.0,177986.0,31180.0,85.09,14.91,1974
383,1974-05-05,1.0,17,CHARENTE-MARITIME,2528.0,250485.0,307757.0,253013.0,54744.0,82.21,17.79,1974
384,1974-05-05,1.0,18,CHER,1487.0,161484.0,190913.0,162971.0,27942.0,85.36,14.64,1974
385,1974-05-05,1.0,19,CORREZE,1197.0,141914.0,165292.0,143111.0,22181.0,86.58,13.42,1974
386,1974-05-05,1.0,2,AISNE,2552.0,263134.0,304967.0,265686.0,39281.0,87.12,12.88,1974
387,1974-05-05,1.0,20,CORSE,1081.0,187297.0,258801.0,188378.0,70423.0,72.79,27.21,1974
388,1974-05-05,1.0,21,COTE-D'OR,1535.0,217730.0,258336.0,219265.0,39071.0,84.88,15.12,1974
389,1974-05-05,1.0,22,COTES-D'ARMOR,1708.0,260614.0,304496.0,262322.0,42174.0,86.15,13.85,1974
390,1974-05-05,1.0,23,CREUSE,954.0,104488.0,125351.0,105442.0,19909.0,84.12,15.88,1974
391,1974-05-05,1.0,24,DORDOGNE,2453.0,240145.0,281954.0,242598.0,39356.0,86.04,13.96,1974
392,1974-05-05,1.0,25,DOUBS,1476.0,193480.0,228051.0,194956.0,33095.0,85.49,14.51,1974
393,1974-05-05,1.0,26,DROME,1577.0,174736.0,207226.0,176313.0,30913.0,85.08,14.92,1974
394,1974-05-05,1.0,27,EURE,2106.0,202517.0,233574.0,204623.0,28951.0,87.61,12.39,1974
395,1974-05-05,1.0,28,EURE-ET-LOIR,1671.0,166601.0,195077.0,168272.0,26805.0,86.26,13.74,1974
396,1974-05-05,1.0,29,FINISTERE,2410.0,440195.0,524515.0,442605.0,81910.0,84.38,15.62,1974
397,1974-05-05,1.0,3,ALLIER,2023.0,203175.0,241214.0,205198.0,36016.0,85.07,14.93,1974
398,1974-05-05,1.0,30,GARD,2260.0,234428.0,276883.0,236688.0,40195.0,85.48,14.52,1974
399,1974-05-05,1.0,31,HAUTE-GARONNE,3327.0,359864.0,429007.0,363191.0,65816.0,84.66,15.34,1974
400,1974-05-05,1.0,32,GERS,739.0,107067.0,129616.0,107806.0,21810.0,83.17,16.83,1974
401,1974-05-05,1.0,33,GIRONDE,3679.0,522030.0,624717.0,525709.0,99008.0,84.15,15.85,1974
402,1974-05-05,1.0,34,HERAULT,2450.0,295966.0,357419.0,298416.0,59003.0,83.49,16.51,1974
403,1974-05-05,1.0,35,ILLE-ET-VILAINE,2928.0,327056.0,384461.0,329984.0,54477.0,85.83,14.17,1974
404,1974-05-05,1.0,36,INDRE,1332.0,145162.0,176305.0,146494.0,29811.0,83.09,16.91,1974
405,1974-05-05,1.0,37,INDRE-ET-LOIRE,1679.0,222051.0,262677.0,223730.0,38947.0,85.17,14.83,1974
406,1974-05-05,1.0,38,ISERE,2775.0,377538.0,453997.0,380313.0,73684.0,83.77,16.23,1974
407,1974-05-05,1.0,39,JURA,1005.0,114842.0,135933.0,115847.0,20086.0,85.22,14.78,1974
408,1974-05-05,1.0,4,ALPES-DE-HAUTE-PROVENCE,569.0,58799.0,70130.0,59368.0,10762.0,84.65,15.35,1974
409,1974-05-05,1.0,40,LANDES,1497.0,165791.0,192684.0,167288.0,25396.0,86.82,13.18,1974
410,1974-05-05,1.0,41,LOIR-ET-CHER,1413.0,131957.0,159384.0,133370.0,26014.0,83.68,16.32,1974
411,1974-05-05,1.0,42,LOIRE,3363.0,358426.0,438304.0,361789.0,76515.0,82.54,17.46,1974
412,1974-05-05,1.0,43,HAUTE-LOIRE,776.0,123666.0,152286.0,124442.0,27844.0,81.72,18.28,1974
413,1974-05-05,1.0,44,LOIRE-ATLANTIQUE,3549.0,442459.0,521692.0,446008.0,75684.0,85.49,14.51,1974
414,1974-05-05,1.0,45,LOIRET,2319.0,215352.0,250377.0,217671.0,32706.0,86.94,13.06,1974
415,1974-05-05,1.0,46,LOT,979.0,102021.0,120137.0,103000.0,17137.0,85.74,14.26,1974
416,1974-05-05,1.0,47,LOT-ET-GARONNE,1213.0,122227.0,144894.0,123440.0,21454.0,85.19,14.81,1974
417,1974-05-05,1.0,48,LOZERE,565.0,63248.0,77055.0,63813.0,13242.0,82.81,17.19,1974
418,1974-05-05,1.0,49,MAINE-ET-LOIRE,3085.0,304532.0,357367.0,307617.0,49750.0,86.08,13.92,1974
419,1974-05-05,1.0,5,HAUTES-ALPES,558.0,51657.0,62530.0,52215.0,10315.0,83.5,16.5,1974
420,1974-05-05,1.0,50,MANCHE,2017.0,250231.0,296341.0,252248.0,44093.0,85.12,14.88,1974
421,1974-05-05,1.0,51,MARNE,2097.0,231824.0,276511.0,233921.0,42590.0,84.6,15.4,1974
422,1974-05-05,1.0,52,HAUTE-MARNE,1159.0,102290.0,120308.0,103449.0,16859.0,85.99,14.01,1974
423,1974-05-05,1.0,53,MAYENNE,1772.0,141303.0,166293.0,143075.0,23218.0,86.04,13.96,1974
424,1974-05-05,1.0,54,MEURTHE-ET-MOSELLE,2970.0,329253.0,391508.0,332223.0,59285.0,84.86,15.14,1974
425,1974-05-05,1.0,55,MEUSE,812.0,106170.0,124840.0,106982.0,17858.0,85.7,14.3,1974
426,1974-05-05,1.0,56,MORBIHAN,2247.0,310927.0,369521.0,313174.0,56347.0,84.75,15.25,1974
427,1974-05-05,1.0,57,MOSELLE,5432.0,410590.0,491224.0,416022.0,75202.0,84.69,15.31,1974
428,1974-05-05,1.0,58,NIEVRE,1206.0,123746.0,146473.0,124952.0,21521.0,85.31,14.69,1974
429,1974-05-05,1.0,59,NORD,13842.0,1200301.0,1386532.0,1214143.0,172389.0,87.57,12.43,1974
430,1974-05-05,1.0,6,ALPES-MARITIMES,3416.0,388691.0,462512.0,392107.0,70405.0,84.78,15.22,1974
431,1974-05-05,1.0,60,OISE,2797.0,273323.0,318231.0,276120.0,42111.0,86.77,13.23,1974
432,1974-05-05,1.0,61,ORNE,1543.0,160761.0,185618.0,162304.0,23314.0,87.44,12.56,1974
433,1974-05-05,1.0,62,PAS-DE-CALAIS,8195.0,710371.0,816378.0,718566.0,97812.0,88.02,11.98,1974
434,1974-05-05,1.0,63,PUY-DE-DOME,2072.0,296934.0,354890.0,299006.0,55884.0,84.25,15.75,1974
435,1974-05-05,1.0,64,PYRENEES-ATLANTIQUES,2091.0,240965.0,291785.0,243056.0,48729.0,83.3,16.7,1974
436,1974-05-05,1.0,65,HAUTES-PYRENEES,1494.0,145404.0,178749.0,146898.0,31851.0,82.18,17.82,1974
437,1974-05-05,1.0,66,PYRENEES-ORIENTALES,853.0,100253.0,124320.0,101106.0,23214.0,81.33,18.67,1974
438,1974-05-05,1.0,67,BAS-RHIN,7191.0,418380.0,511104.0,425571.0,85533.0,83.27,16.73,1974
439,1974-05-05,1.0,68,HAUT-RHIN,3959.0,285952.0,347932.0,289911.0,58021.0,83.32,16.68,1974
440,1974-05-05,1.0,69,RHONE,4257.0,601790.0,721990.0,606047.0,115943.0,83.94,16.06,1974
441,1974-05-05,1.0,7,ARDECHE,1355.0,143096.0,169460.0,144451.0,25009.0,85.24,14.76,1974
442,1974-05-05,1.0,70,HAUTE-SAONE,1361.0,116849.0,140587.0,118210.0,22377.0,84.08,15.92,1974
443,1974-05-05,1.0,71,SAONE-ET-LOIRE,2524.0,268391.0,324895.0,270915.0,53980.0,83.39,16.61,1974
444,1974-05-05,1.0,72,SARTHE,2509.0,250164.0,295665.0,252673.0,42992.0,85.46,14.54,1974
445,1974-05-05,1.0,73,SAVOIE,1140.0,172236.0,208865.0,173376.0,35489.0,83.01,16.99,1974
446,1974-05-05,1.0,74,HAUTE-SAVOIE,1146.0,140113.0,173454.0,141259.0,32195.0,81.44,18.56,1974
447,1974-05-05,1.0,75,PARIS,5879.0,1062227.0,1286494.0,1068106.0,218388.0,83.02,16.98,1974
448,1974-05-05,1.0,76,SEINE-MARITIME,5574.0,597658.0,705259.0,603232.0,102027.0,85.53,14.47,1974
449,1974-05-05,1.0,77,SEINE-ET-MARNE,2376.0,289674.0,343473.0,292050.0,51423.0,85.03,14.97,1974
450,1974-05-05,1.0,78,YVELINES,3459.0,472088.0,553149.0,475547.0,77602.0,85.97,14.03,1974
451,1974-05-05,1.0,79,DEUX-SEVRES,2101.0,176826.0,205791.0,178927.0,26864.0,86.95,13.05,1974
452,1974-05-05,1.0,8,ARDENNES,1346.0,142380.0,167658.0,143726.0,23932.0,85.73,14.27,1974
453,1974-05-05,1.0,80,SOMME,3262.0,276769.0,313062.0,280031.0,33031.0,89.45,10.55,1974
454,1974-05-05,1.0,81,TARN,2238.0,170053.0,196009.0,172291.0,23718.0,87.9,12.1,1974
455,1974-05-05,1.0,82,TARN-ET-GARONNE,1305.0,119081.0,140907.0,120386.0,20521.0,85.44,14.56,1974
456,1974-05-05,1.0,83,VAR,2731.0,301331.0,364246.0,304062.0,60184.0,83.48,16.52,1974
457,1974-05-05,1.0,84,VAUCLUSE,2520.0,172755.0,201002.0,175275.0,25727.0,87.2,12.8,1974
458,1974-05-05,1.0,85,VENDEE,3036.0,251959.0,293441.0,254995.0,38446.0,86.9,13.1,1974
459,1974-05-05,1.0,86,VIENNE,2184.0,177327.0,209477.0,179511.0,29966.0,85.69,14.31,1974
460,1974-05-05,1.0,87,HAUTE-VIENNE,2666.0,192798.0,228695.0,195464.0,33231.0,85.47,14.53,1974
461,1974-05-05,1.0,88,VOSGES,2819.0,187575.0,223551.0,190394.0,33157.0,85.17,14.83,1974
462,1974-05-05,1.0,89,YONNE,1371.0,139113.0,164392.0,140484.0,23908.0,85.46,14.54,1974
